18 December 2020,21:56:16,Thai,Khao Mun Gai, Ala Carte
18 December 2020,21:56:20,Thai,Rice with Crispy Pork, Ala Carte
18 December 2020,21:56:44,Thai,Thai Omelet,Breakfast
19 December 2020,13:47:28,Thai,Rice with Palo, Breakfast
19 December 2020,15:35:29,Chinese,Dim Sum,Breakfast
19 December 2020,15:35:33,Japanese,Dango,Deserts
19 December 2020,15:36:28,Japanese,Pocky, Snacks
19 December 2020,15:47:42,Thai,Peanuts, Snacks
19 December 2020,15:53:08,Japanese,Nikuman, Snacks
